article_id,parent_id,child_id,title,url,chunk_token_count,question_count,dash_question_count,possible_internal_duplicate,questions,chunk_text
doc_0038,doc_0038_parent_002,doc_0038_parent_002_child_004,Beta HCG Nedir? Gebelikte Hafta Hafta Beta HCG Değerleri,https://www.memorial.com.tr/tani-ve-testler/beta-hcg-nedir,187,3,0,False,"['Beta HCG değerlerinin normal aralıkları nasıldır?', 'İlişki tarihi itibariyle düşünürsek; Beta HCG testi sonucu ne zaman çıkar?', 'Beta HCG değerleri ne zaman artar ve azalır?']","Beta HCG değerlerinin normal aralıkları nasıldır? Hamilelik sırasında HCG düzeyleri vücutta tipik aralıklarla artar. Her hamilelik farklı olduğu için bu aralıklar sadece kılavuz niteliğindedir. İlişki tarihi itibariyle düşünürsek; Beta HCG testi sonucu ne zaman çıkar? Kan ve idrar testleri aynı gün çıkacaktır. Test ise gebe kaldıktan 10 gün sonra gebeliği belirlemektedir. Beta HCG değerleri ne zaman artar ve azalır? Gebeliğin 8-10. haftalarında HCG seviyelerinde yavaş bir artış veya düşüş hızı oluşurken, gebeliğin ilk aşamalarında meydana gelen ve döllenmiş yumurtadan (zigottan) farklılaşan ilk hücrelerin yani trofoblastik dokunun ölümünü de gösterebilir. Canlı olmayan intrauterin gebeliği de işaret edebilmektedir. Yani seri kantitatif HCG değerlerinin artması ya da azalması ayrı ayrı değerlendirilmelidir."
doc_0040,doc_0040_parent_001,doc_0040_parent_001_child_003,Hyaluronik Asit Nedir? Hyaluronik Asit Faydaları Nelerdir?,https://www.memorial.com.tr/saglik-rehberi/hyaluronik-asit-nedir,290,4,0,False,"['Hyaluronik Asit Nasıl Kullanılır?', 'Hyaluronik Asit Kimler Kullanabilir?', 'Hyaluronik asit kaç yaşında kullanılır?', 'Hyaluronik Asit Cilde Nasıl Uygulanır?']","Hyaluronik Asit Nasıl Kullanılır? Hyaluronik asit nemlendirici, serum gibi farklı formlarda karşımıza çıkabilir. Uzman doktor ya da dermatolog kişinin cilt hasarı varsa ya da neme ihtiyaç duyan bir cilt yapısı varsa krem, merhem ve serum önerebilmektedir. Hyaluronik asit ürünleri direkt olarak cilde uygulanabilir. Kas ya da eklemler için oral tablet şeklinde bir kullanımı olabilir. Göz kuruluğundan şikayetçi olan kişiler göz damlası formunda kullanabilmektedir. Hyaluronik Asit Kimler Kullanabilir? Hyalüronik asit herkes tarafından kullanılabilir. Doğru kullanımı ile tüm cilt tipleri için uygun bir yapıdadır. Tahriş edici özelliği bulunmayan hyaluronik asit, sivilce, gül hastalığı (rosacea) ya da alerjik durumları tetiklememektedir. Hyaluronik asit kaç yaşında kullanılır? Hyalüronik asidi krem, serum ya da nemlendirici şeklinde kullanan kişilerin en az 25 yaş ve üstü olması gerekmektedir. 25 yaş altındaki kişilerin cilt yapısı hassas olabileceğinden hyalüronik asit uygulamaması önerilir. Hyaluronik Asit Cilde Nasıl Uygulanır? Cildin neme doymasını sağlayan hyaluronik asidin kullanımı ve uygulanışı kişinin cilt yapısına göre değişiklik gösterebilir. Bu noktada uzman desteği almak oldukça önemlidir."
doc_0040,doc_0040_parent_001,doc_0040_parent_001_child_004,Hyaluronik Asit Nedir? Hyaluronik Asit Faydaları Nelerdir?,https://www.memorial.com.tr/saglik-rehberi/hyaluronik-asit-nedir,274,3,0,False,"['Hyaluronik Asitin Kullanıldığı Alanlar Nelerdir?', 'Hyaluronik Asitin Yan Etkisi Var mıdır?', 'Hyaluronik Asit Kullanırken Nelere Dikkat Etmeli?']","Bu noktada uzman desteği almak oldukça önemlidir. Hyaluronik Asitin Kullanıldığı Alanlar Nelerdir? Hyaluronik asit, tıbbi ve estetik uygulamalarında, cilt bakımı ürünlerinde sıklıkla kullanılan bir bileşiktir. Cildin nemli, genç ve dolgun görünmesine yardımcı olmak için cilt dolgusu, cilt bakım ürünlerinde nemlendirici, kuru göz sendromuna karşı göz damlası, eklem rahatsızlıklarında sıvıyı artırıcı olarak yararlanılmasının yanında ortopedik cerrahi, plastik cerrahi ve oftalmoloji gibi alanlarda hyaluronik asit bazlı ürünler kullanılabilir. Hyaluronik Asitin Yan Etkisi Var mıdır? Hyaluronik asit kullanımından sonra geçici şişlik ve kızarıklık, morarma, enfeksiyon riski, alerjik reaksiyonlar gibi yan etkiler görülebilir. Kişinin hassasiyetine göre bu yan etkiler değişiklik gösterebilir fakat genellikle hafif ve geçici olmaktadır. Hyaluronik Asit Kullanırken Nelere Dikkat Etmeli? Hyaluronik asit kullanırken aşağıdaki konulara dikkat etmek gereklidir: - Hyaluronik asit enjeksiyonları, dermatologlar, plastik cerrahlar veya diğer uzman sağlık profesyonelleri tarafından uygulanmalıdır - Hyaluronik asit enjeksiyonları, hijyenik koşullarda yapılmalıdır."
doc_0040,doc_0040_parent_002,doc_0040_parent_002_child_002,Hyaluronik Asit Nedir? Hyaluronik Asit Faydaları Nelerdir?,https://www.memorial.com.tr/saglik-rehberi/hyaluronik-asit-nedir,320,6,0,False,"['Hyaluronik asit ciltte ne işe yarar?', 'Hyaluronik asit gündüz kullanılır mı?', 'Hyaluronik asit cildi soyar mı?', 'Hyaluronik asit nereye sürülür?', 'Hyaluronik asit her gün kullanılır mı?', 'Hyaluronik asidin cilde faydaları nelerdir?']","Cildin nemini sağlayarak iltihaplanma, tahriş ve aknelere karşı korur. Hyaluronik asit ciltte ne işe yarar? Hyalüronik asit, cilt dokularının yağlanmasını sağlayarak cildin nemini korumasına yardımcı olur. Bunların yanında ciltte nemlendirici görevi görür. Hyaluronik asit gündüz kullanılır mı? Hyalüronik asit uyguladıktan sonra güneşe maruz kalmamak için gece kullanılması tercih edilmelidir. Hyaluronik asit cildi soyar mı? Hyaluronik asit, cilt yüzeyini soyan bir moleküle sahip değildir. Asit olarak bilinse de kimyasal yapısından dolayı cildi soyan bir etkisi bulunmamaktadır. Hyaluronik asit nereye sürülür? Cildi nemlendirme etkisi, kırışıklık ve yaşlılık karşıtı özellikleri düşünüldüğünde hyaluronik asit genellikle yüz bölgesine uygulanır. Yüz ile birlikte boyun bölgesine de sürülebilir. Hyaluronik asit her gün kullanılır mı? Kalıcı etkisinin görülmesi için hyaluronik asit günlük olarak cilde uygulanabilir. Daha sağlıklı ve verimli sonuçlar açısından doktor kontrolünde uygulanması önerilir. Hyaluronik asidin cilde faydaları nelerdir? Hyaluronik asit cildi nemlendirir, kırışıklığı önler, yaşlılık karşıtıdır, cilde genç bir görünüm kazandırır ve esneklik sağlar. Bu faydaları düşünüldüğünde düzenli olarak kullanılması ciltte kalıcı faydalar oluşturur."
doc_0041,doc_0041_parent_001,doc_0041_parent_001_child_004,Demiyelinizan Hastalıklar Nedir? Belirtileri ve Tedavisi,https://www.memorial.com.tr/saglik-rehberi/demiyelinizan-hastaliklar,192,2,2,False,"['Beyinde oksijen kaybı Demiyelinizan Hastalıklar Nasıl Teşhis Edilir?', 'ası - Lomber ponksiyon (LP) - Optik koherens tomografi (OCT) - Elektromiyografi (EMG) - Kan testleri - Uyarılmış potansiyeller testi Demiyelinizan Hastalıkların Tedavisi Nasıl Olur?']","- Beyinde oksijen kaybı Demiyelinizan Hastalıklar Nasıl Teşhis Edilir? Uzman doktor fiziki muayene esnasında demiyelinizan hastalıkların teşhisi için belirtileri gözden geçirir. Tıbbi geçmişi de göz önünde bulundurarak demiyelinizan bir hastalıktan şüphelendiği durumda kişiyi nöroloğa yönlendirebilir. Nörolog, kişiye nörolojik muayene ve testler yapacaktır. Demiyelinizasyonu teşhis edebilecek şu yöntemlerden yararlanılır: MR (manyetik rezonans görüntüleme) taraması - Lomber ponksiyon (LP) - Optik koherens tomografi (OCT) - Elektromiyografi (EMG) - Kan testleri - Uyarılmış potansiyeller testi Demiyelinizan Hastalıkların Tedavisi Nasıl Olur? Demiyelinizan hastalıkların tedavisi, kişinin semptomlarına ve sahip olduğu duruma göre değişiklik gösterir."
doc_0045,doc_0045_parent_001,doc_0045_parent_001_child_001,Ardıç Tohumu Faydaları Nelerdir?,https://www.memorial.com.tr/saglik-rehberi/ardic-tohumu-faydalari,310,3,3,False,"['Ardıç Tohumu Faydaları Nelerdir?', 'Ardıç Yağının Faydaları Nelerdir?', 'Ardıç Yağının Faydaları Hakkında Sık Sorulan Sorular Ardıç Tohumu Faydaları Nelerdir?']","Ardıç tohumu, antioksidan özellikleri sayesinde vücudu serbest radikallere karşı korur. Ayrıca, idrar yolu enfeksiyonlarına iyi gelir, sindirim sistemini düzenler ve bağışıklık sistemini güçlendirir. İdrar söktürücü olarak da vücutta fazla suyun atılmasına yardımcı olan ardıç tohumu, antiseptik özellikleri sayesinde yara ve kesiklerin iyileşmesini hızlandırır. - Ardıç Tohumu Faydaları Nelerdir? - Ardıç Yağının Faydaları Nelerdir? - Ardıç Yağının Faydaları Hakkında Sık Sorulan Sorular Ardıç Tohumu Faydaları Nelerdir? Ardıç meyvesi, ılıman ve soğuk bölgelerde yetişen bir bitkidir. Genellikle; Asya, Avrupa ile Kuzey Amerika'nın bazı yerlerinde yetiştirilir. Bitkiler, yüzyıllardan beri geleneksel tıpta yerini alır ve pek çok tedavi için kullanılır. Özellikle ardıç meyvesi faydaları nedeniyle geleneksel tıpta yerini almıştır. Ruhsal, psikolojik ve fiziksel açıdan fayda sağlaması sayesinde günümüzde de yaygın olarak kullanılır. Acı bir tadı olan ardıç daha çok kurutularak tüketilir. Ancak, pek çok şekilde karşınıza çıkar. Esansiyel yağ, baharat ve toz olarak da tercih edilir. Ardıç tohumu faydaları şu şekilde sıralanabilir: - Oksidatif stresi azaltmaya yardımcı olur - Ardıç meyvesi, antibakteriyel ve antifungal özelliğe sahiptir - Cilt sağlığını destekler ve cilt sorunlarını önlemeye yardımcı olur."
doc_0047,doc_0047_parent_001,doc_0047_parent_001_child_001,Poligrafi nedir? Kimlere yapılır?,https://www.memorial.com.tr/tani-ve-testler/poligrafi-nedir-kimlere-yapilir,288,3,1,False,"['Poligrafi nedir?', 'Poligrafi sırasında hangi değerler ölçülür?', 'unum yollarındaki hava akışı - Uykuda solunum durması ve oranı - Horlama - Kan oksijen düzeyleri - Vücut pozisyonu - Nabız sayısı - Kandaki oksijen düzeyi Poligrafi kimlere yapılır?']","Evde yapılan uyku testi yani poligrafi, uyku sırasında kişinin farkında olmadan horlama, uykuda nefes durması gibi birçok sorunun belirlenmesinde önemli rol oynuyor. Yaşam süresinin üçte birini oluşturan uyku, yeterli ve düzenli olmadığı takdirde birçok sağlık sorunu ortaya çıkabiliyor. Kişide uyku bozuklukları, obezite, hipertansiyon, diyabet, kalp krizi veya inme gibi çeşitli ciddi sağlık sorunları görülebiliyor. Evde de yapılabilen (poligrafi) uyku testinin sonucunda daha net teşhis konulabiliyor. Memorial Kayseri Hastanesi Nöroloji Bölümü Uzmanları, evde uyku testi hakkında bilgi verdi. Poligrafi nedir? Poligrafi yani evde yapılan uyku testi, uykunun kalitesini belirlemek ve uyku bozukluğunun nedeni bulmak için bütün gece boyunca seyyar bir cihaz yardımıyla veri kaydı yapılan bir işlemdir. İşlem sonucunda elde edilen verilerle, özellikle solunumun ritmi ile derinliği, horlama sıklığı ve düzeyi, solunum durması ve süresi, kandaki oksijen düzeyi ölçülmektedir. Poligrafi sırasında hangi değerler ölçülür? - Solunum yollarındaki hava akışı - Uykuda solunum durması ve oranı - Horlama - Kan oksijen düzeyleri - Vücut pozisyonu - Nabız sayısı - Kandaki oksijen düzeyi Poligrafi kimlere yapılır? Evde uyku testi en çok aşağıda belirtilen durumlarda yapılmaktadır:"
doc_0047,doc_0047_parent_001,doc_0047_parent_001_child_003,Poligrafi nedir? Kimlere yapılır?,https://www.memorial.com.tr/tani-ve-testler/poligrafi-nedir-kimlere-yapilir,301,5,0,False,"['Horlama ve uyku apnesi: Poligrafi nasıl yapılır?', 'Poligrafi hakkında sık sorulan sorular Poligrafi ne kadar sürer?', 'Poligrafi öncesi ne yapılmalı?', 'Poligrafinin riski var mı?', 'Poligrafi çocuklara yapılır mı?']","Horlama ve uyku apnesi: Poligrafi nasıl yapılır? Genelde sağlık kuruluşlarında yapılan polisomnografi (uyku testi) günlük uyku alanı dışında başka bir yerde uyumanın uykusuzluğa neden olabileceği nedeniyle evlerde de yapılmaktadır. Poligrafi olarak bilinen evde uyku testinde hastanın konforunu, gece yataktaki hareketlerini ve uyku kalitesini bozmayacak şekilde tasarlanmış uyku cihazları kullanılmaktadır. Bu cihazların nasıl kullanılacağı hastaya tarif edilmektedir. Hastalar evlerine götürdükleri cihazların elektrotlarını kolayca vücutlarına bağlayabilmektedir. Cihaz bir sonraki gün tekrar hastaneye götürülmektedir. Veriler uzman hekim tarafından değerlendirilmektedir. Poligrafi hakkında sık sorulan sorular Poligrafi ne kadar sürer? Poligrafi diğer testler gibi kısa süreli değildir. Testin süresi kişinin uyku süresi kadardır. Gece çalışanlar için ise gündüz de uygulanabilmektedir. Poligrafi öncesi ne yapılmalı? Hasta herhangi bir ilaç kullanıyorsa, doktora bu konuda bilgi verilmelidir. Test günü uykusuzluğa neden olan alkol, sigara, çay, kahve ve gazlı içecekler tüketilmemelidir. Akşam yemeğinde ağır besinlerden uzak durulmalı, ancak aç kalınmamalıdır. Poligrafinin riski var mı? Poligrafinin sağlık açısından kesinlikle bir riski yoktur. Evde yapılan poligrafi sırasında kullanılan cihazlar son derece güvenilirdir. Poligrafi çocuklara yapılır mı? Evde uyku testi, çocukluk çağı obstrüktif uyku apne sendromu (OSAS) tanısında da kullanılmaktadır."
doc_0047,doc_0047_parent_001,doc_0047_parent_001_child_004,Poligrafi nedir? Kimlere yapılır?,https://www.memorial.com.tr/tani-ve-testler/poligrafi-nedir-kimlere-yapilir,310,5,1,False,"['Poligrafi çocuklara yapılır mı?', 'Poligrafi hamilelere yapılır mı?', 'Poligrafi yapılmadan önce nelere dikkat edilmeli?', 'Poligrafi sonucunda uyku apnesi tanısı konulursa ne yapılır?', 'Poligrafiden önce düzenli içilen ilaçlar kullanılır mı?']","Poligrafi çocuklara yapılır mı? Evde uyku testi, çocukluk çağı obstrüktif uyku apne sendromu (OSAS) tanısında da kullanılmaktadır. Poligrafi hamilelere yapılır mı? Gebelerde uyku ile ilgili solunum bozuklukları, uyku bozukluklarına neden olabilmektedir. Gebeliğe bağlı fizyolojik ve hormonal değişiklikler uyku apnesine yol açabilmektedir. Poligrafi güvenli bir şekilde kullanılmaktadır. Kullanılan cihazların anne karnındaki bebeğe bir zararı yoktur. Poligrafi yapılmadan önce nelere dikkat edilmeli? - Uyku testi yapılacak gecenin gündüzünde uyunmamalıdır. - Uyku testi yapılacak gecenin gündüzünde aşırı çay, kahve ve alkol tüketilmemelidir. - Uyumak için kullanılan herhangi bir ilaç var ise bu ilaçlar kullanılmamalıdır. Poligrafi sonucunda uyku apnesi tanısı konulursa ne yapılır? Uyku testi sonucunda uyku apnesi tanısı konulması halinde, uzman hekimin önereceği ileri tetkiklerin (hastanede uyku testi- PSG) yanı sıra; tedavi amacı ile kilo verme, ağız içi apareyler, kulak- burun boğaz ve göğüs hastalıkları uzmanının görüşü ve CPAP tedavisi de kullanılabilir. Poligrafiden önce düzenli içilen ilaçlar kullanılır mı? Poligrafiden önce düzenli kullanılan ilaçların içilmesinde herhangi bir sakınca yoktur. Ama bu ilaçlar konusunda uzman hekime bilgi verilmesi gerekir. Herhangi bir tıbbi özel durum olması halinde, hekim bazı ilaçların o gün kullanılmasını istemeyebilir."
doc_0049,doc_0049_parent_001,doc_0049_parent_001_child_004,Kemik Erimesine Karşı Önleminizi Genç Yaşlarda Alın,https://www.memorial.com.tr/saglik-rehberi/kemik-erimesine-karsi-onleminizi-genc-yaslarda-alin,193,11,10,False,"['Anne veya babanızda basit bir zorlanma veya hafif bir düşme sonrasında kalça kırığı oldu mu?', 'Sırtında kamburluk gelişti mi?', 'Kendinizde hafif zorlanma sonucunda kırık oluştu mu?', '45 yaşından önce menopoza girdiniz mi?', '(Kadınlar için) - Son bir yıl içinde boyunuz 3 santimetreden fazla kısaldı mı?', 'Vücut kütle indeksiniz 19 kg/m 2 ’nin altında mı?', 'Üç aydan daha uzun süre kortizon içeren ilaç kullandınız mı?', 'Romatoid artrit hastalığınız var mı?', 'Günlük süt veya süt ürünleri tüketiminiz yetersiz mi?', 'Günlük direkt güneş ışığına maruz kalma süreniz 10 dakikadan az mı?', 'Sigara içiyor musunuz?']","Bu kişiler vakit kaybetmeden uzmana başvurarak, fiziksel muayene, kan-idrar testleri, röntgen ve kemik yoğunluğu ölçümü yaptırmalıdır. - Anne veya babanızda basit bir zorlanma veya hafif bir düşme sonrasında kalça kırığı oldu mu? Sırtında kamburluk gelişti mi? - Kendinizde hafif zorlanma sonucunda kırık oluştu mu? - 45 yaşından önce menopoza girdiniz mi? (Kadınlar için) - Son bir yıl içinde boyunuz 3 santimetreden fazla kısaldı mı? - Vücut kütle indeksiniz 19 kg/m 2 ’nin altında mı? - Üç aydan daha uzun süre kortizon içeren ilaç kullandınız mı? - Romatoid artrit hastalığınız var mı? - Günlük süt veya süt ürünleri tüketiminiz yetersiz mi? - Günlük direkt güneş ışığına maruz kalma süreniz 10 dakikadan az mı? - Sigara içiyor musunuz?"
doc_0050,doc_0050_parent_002,doc_0050_parent_002_child_002,Hematopoez Nedir? Hematopoez Süreci Nasıl İşler?,https://www.memorial.com.tr/saglik-rehberi/hematopoez-nedir,201,3,0,False,"['Hemotopoez Hakkında Sık Sorulan Sorular Hematopoez ne demek?', 'H3: Hematopoez evreleri nelerdir?', 'H3: Hematopoez ne zaman başlar?']","Bu durum nötropeni olarak ifade edilir. Bununla birlikte düşük kan hücresi sayıları, farklı ilaçların yan etkisi olarak da ortaya çıkabilir. Hemotopoez Hakkında Sık Sorulan Sorular Hematopoez ne demek? Hematopoez, kan hücresi bileşenlerinin oluşumudur. Bu süreç, embriyonik gelişim sırasında ve yetişkinlik boyunca kan hücrelerini yenileyerek üretmek için gerçekleşir. H3: Hematopoez evreleri nelerdir? Özellikle fetal gelişim sırasında hematopoez, medüller ve ekstramedüller evrelerden geçer. Kemik iliğinde meydana gelen hematopoez süreci medüller hematopoez olurken karaciğer, dalak ve lenf düğümlerinde gerçekleşen süreç ise ekstramedüller hematopoezdir. H3: Hematopoez ne zaman başlar? Hematopoez insan vücudundan doğumdan önce başlar ve yaşam boyunca devam eden bir süreçtir."
doc_0051,doc_0051_parent_001,doc_0051_parent_001_child_002,Bayılma (Senkop) Nedir? Bayılma Neden Olur?,https://www.memorial.com.tr/saglik-rehberi/senkop-bayilma-nedir,287,0,0,True,[],"- Kalp dışı nedenler. Kalbe bağlı bayılma nedenleri Kalp ritim bozuklukları: Ritim bozukluklarında, kalbin çalışmasında düzensizlik, yavaş (bradikardi) veya hızlı çalışması (taşikardi), kalp blokları, senkop nedeni olabilir. Ve en sık görülen kalp ilgili nedenler arasındadır. Kalp ritim bozuklukları: Kan basıncının düşük olması (hipotansiyon): Değişik nedenlerle oluşur. En sık nedenlerden biri pozisyondaki ani değişiklikler yani uzun bir süre yatar pozisyonda kalmanın ardından aniden ayağa kalkma gibi durumlarda kan basıncında ki hızlı düşüşler senkop nedeni olabilir. Kan basıncının düşük olması (hipotansiyon): Kalp kapak hastalıkları ve kalp kası hastalıkları ve kalp hastalıkları : Kalp kapak hastalıkları ve kalp kası hastalıkları ve kalp hastalıkları için kullanılan bazı ilaçlar yine benzer nedenlerde beynin kanlanmasını bozarak senkopa neden olabilmektedir. Kalp kapak hastalıkları ve kalp kası hastalıkları ve kalp hastalıkları Kalbe bağlı olmayan bayılma nedenleri Vazomotor senkop (nörokardiyojenik senkop): Senkop vakalarının %80 den fazlası vazovagal senkoptur. Vazovagal senkop en sık görülen senkop nedenidir. Kanın bacaklarda göllenmesi ve beyin kan akımının azalması senkopa neden olur."
doc_0051,doc_0051_parent_002,doc_0051_parent_002_child_003,Bayılma (Senkop) Nedir? Bayılma Neden Olur?,https://www.memorial.com.tr/saglik-rehberi/senkop-bayilma-nedir,303,4,0,False,"['Senkop Tedavisi Nasıldır?', 'Bayılma (Senkop) ile İlgili Sık Sorulan Sorular Tıp dilinde senkop ne demek?', 'Senkop ve bayılma ne demek?', 'Vazovagal bayılma neden olur?']","Senkop Tedavisi Nasıldır? Senkop tedavisi hastanın ve hastalığın özelliklerine göre değişmektedir. Özellikle hastanın yaşına, bayılma sırasındaki şikayetlerine ve altta yatan hastalıklara göre değişmektedir. Genelde çoğu kişide senkop nedensiz ve bir kereye mahsus yaşanabilmektedir. Ancak sık tekrarlayan vakalarda altta yatan neden kalp damar hastalıklarıyla veya diğer başka hastalıklarla bağlantılı ise bu hastalıklar tedavi edilmektedir. Bayılma (Senkop) ile İlgili Sık Sorulan Sorular Tıp dilinde senkop ne demek? Senkop (bayılma) kan akımının beyinde geçici olarak azalması sonucu şuur ve postür kaybıyla sonuçlanan durumdur. Senkop yaygın görülen bir sorundur. Hayatının bir noktasında erkeklerin %3'ü ve kadınların %3,5'i bayılma yaşamaktadır. Yaşlandıkça daha sık görülen bayılma durumu, 75 yaş üstü kişilerin %6'sını etkiler. Senkop her yaşta ortaya çıkabilir ve başka tıbbi sorunları olan ve olmayan kişilerde görülebilir. Senkop ve bayılma ne demek? Senkop bayılma için kullanılan tıbbi terimdir. Beyne giden kan miktarındaki geçici bir düşüş nedeniyle ortaya çıkmaktadır. Şuur ve postür kaybı sonucu kişi düşer. Vazovagal bayılma neden olur? Kanın bacaklarda göllenmesi ve beyin kan akımının azalması senkopa neden olur."
doc_0051,doc_0051_parent_002,doc_0051_parent_002_child_004,Bayılma (Senkop) Nedir? Bayılma Neden Olur?,https://www.memorial.com.tr/saglik-rehberi/senkop-bayilma-nedir,301,3,0,False,"['Vazovagal bayılma neden olur?', 'Bayılma neden meydana gelir?', 'Senkop hayat nasıl etkiler?']","Vazovagal bayılma neden olur? Kanın bacaklarda göllenmesi ve beyin kan akımının azalması senkopa neden olur. Susuz kalma veya su kaybı, ilaçlar ve diyabet ve diyabetin neden olduğu polinöropati ve otonom disfonksiyonlar, otonom sinir sisteminin etkilendiği diğer nörolojik ve sistemik hastalıklar vazovagal senkop gelişimini kolaylaştırmaktadır. Vazovagal senkoplu bazı hastalarda ortostatik hipotansiyon adı verilen bir durum görülmektedir. Bu durum, hasta ayağa kalktığında kan damarlarının olması gerektiği gibi küçülmesini engeller. Bu da, kanın bacaklarda birikmesine ve kan basıncının hızlı şekilde düşmesine neden olmaktadır. Bayılma neden meydana gelir? Bayılma, bacaklarda kanın göllenmesi ve beyindeki kan akımının ileri derecede azalması sonucu kişide meydana gelen şuur ve bilinç kaybı genellikle kalp ile ilgili nedenler ve kalp dışı nedenler olarak 2 şekilde ele alınmaktadır. Birçok kişide sinir sistemini veya kalbi etkileyen bilinen veya bilinmeyen altta yatan hastalıklar sonucu senkop durumunu yaşamaktadır. Bununla birlikte vücuttaki kan akışını etkileyen ve pozisyon değiştirildiğinde kan basıncının düşmesine neden olan rahatsızlıklara da işaret edebilmektedir. Senkop hayat nasıl etkiler? Doğru tanı ve tedavi planlaması ile senkop yönetilebilir ve kontrol altına alınabilir tıbbi bir sorundur."
doc_0053,doc_0053_parent_001,doc_0053_parent_001_child_001,Atel Nedir? Atel Neden Kullanılır ve Ne İşe Yarar?,https://www.memorial.com.tr/saglik-rehberi/atel-nedir,307,8,7,False,"['Atel Nedir?', 'Atel Neden Kullanılır?', 'Atel Ne İşe Yarar?', 'Atel Ne Zaman Kullanılır?', 'Atel Uygulaması Nasıl Yapılır?', 'Atel Bakımı Nasıl Yapılır?', 'Atel Kullanımı Konusunda Dikkat Edilmesi Gerekenler - Atel Komplikasyonları Nelerdir?', 'Atel Hakkında Sıkça Sorulan Sorular Atel Nedir?']","Günlük hayatta insanların yaşadığı kaza sonucu oluşan incinmeler ve kırıklar kişileri zor durumda bırakan olayların başında gelir ve hareket alanını büyük oranda kısıtlar. Meydana gelen kırıklar ve incinmiş dokular için en önemli noktalardan biri hareketsiz kalmalarıdır. Kırıkarın hareketsiz kalması için de uygulanan yöntemlerden biri ateldir. Atel işlemi; alçı ve sargı bezi yardımıyla sabitleme ve hareketsiz kalma yöntemidir. - Atel Nedir? - Atel Neden Kullanılır? Atel Ne İşe Yarar? - Atel Ne Zaman Kullanılır? - Atel Uygulaması Nasıl Yapılır? - Atel Bakımı Nasıl Yapılır? Atel Kullanımı Konusunda Dikkat Edilmesi Gerekenler - Atel Komplikasyonları Nelerdir? - Atel Hakkında Sıkça Sorulan Sorular Atel Nedir? Atel, kırık veya yaralanmış ekstremite veya dokuların korunması veya ağrıyı azaltmak için vücudun bir bölümünü sabitlemek suretiyle hareketsiz hale getirmek için kullanılan destekleyici bir ekipmandır. Atel işlemi genellikle kırık bir kemiğin sabitlenmesi ve hareketsiz kalması için tercih edilirken daha şiddetli vakalarda hastanın tedavisi doktor kontrolünde yapılır. Kırılmanın yanı sıra incinme veya burkulma durumlarında da atel kullanılabilir. Düzgün yerleştirildiği durumlarda sert bir atel, yaralanan bölgenin hareketsiz kalmasını ve acısının hafiflemesini sağlar."
doc_0053,doc_0053_parent_001,doc_0053_parent_001_child_002,Atel Nedir? Atel Neden Kullanılır ve Ne İşe Yarar?,https://www.memorial.com.tr/saglik-rehberi/atel-nedir,299,3,1,False,"['Atel Neden Kullanılır?', 'Atel Ne İşe Yarar?', 'Atel şunların tedavisinde kullanılır: - Kemik kırıkları - Burkulmalar - Karpal Tünel Sendromu - Çıkık kemikler - Tendon kopmaları Atel Ne Zaman Kullanılır?']","Düzgün yerleştirildiği durumlarda sert bir atel, yaralanan bölgenin hareketsiz kalmasını ve acısının hafiflemesini sağlar. Bunlarla birlikte yaralanan kişinin ihtiyaç duyduğu atel türü, yaranın durumu ve şiddetine bağlı olarak değişecektir. Atel Neden Kullanılır? Atel Ne İşe Yarar? Atel, kırık, incinme ve burkulmalar gibi farklı yaralanma çeşitlerinin tedavisinde ilgili noktanın daha fazla zarar görmemesi veya ağrıyı hafifletmek amacıyla zarar gören noktayı hareketsiz tutmak için kullanılır. Alçıyla birlikte destekleyici olarak da tercih edilen atel, bazen alçıdan önce kullanılmasıyla birlikte bazen de tek başına tercih edilir. Ayrıca yarım alçı olarak da adlandırılan atel, alçılara göre daha az destek sağlar ancak kullanımı daha hızlı, pratik ve kolaydır. Yaralanan bölgedeki ağrı ve şişliklerin arttığı durumlarda kolayca sıkılıp gevşetilebilir. Atel şunların tedavisinde kullanılır: - Kemik kırıkları - Burkulmalar - Karpal Tünel Sendromu - Çıkık kemikler - Tendon kopmaları Atel Ne Zaman Kullanılır? Özellikle kemik kırıkları yaşandığı zaman alçıyla birlikte atel kullanımı tercih edilir. Bununla birlikte ortopedik cerrahi sonrasında da kullanılan atel, yaralanma sonrası etkilenen bölgenin şişmesi durumlarında da acil ihtiyaç olarak takılır. Şişlik indikten sonra da yaralı bölgeye tam alçı uygulaması yapılır."
doc_0053,doc_0053_parent_002,doc_0053_parent_002_child_002,Atel Nedir? Atel Neden Kullanılır ve Ne İşe Yarar?,https://www.memorial.com.tr/saglik-rehberi/atel-nedir,124,3,0,False,"['Atel Hakkında Sıkça Sorulan Sorular Ayakta atel ne demek?', 'Atel takılmazsa ne olur?', 'Kaç çeşit atel vardır?']","Atel Hakkında Sıkça Sorulan Sorular Ayakta atel ne demek? Ayakta atel işlemi, ayakta meydana gelen yaralanmalar sonucu yaşanan semptomların azalması ve ayağı sağlıklı duruma geri getirmek için uygulanan tıbbi ve ortopedik bir tedavi seçeneğidir. Atel takılmazsa ne olur? Yaralanma sonucu kırılma ve çeşitli sorunlar yaşanan bölgeye atel takılmazsa yaralanan bölgedeki hasar büyür ve iyileşme süresi gecikebilir. Kaç çeşit atel vardır? Atel çeşitleri; statik, dinamik ve seri atel şeklindedir."
